"","predictionData","data_test.class","SVM_LABEL","SVM_PROB"
"48","equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 . ","neg","pos",0.562349710772151
"49","the lack of naturalness makes everything seem self-consciously poetic and forced . . . it's a pity that [nelson's] achievement doesn't match his ambition . ","neg","neg",0.997178026154104
"50","  austin powers in goldmember  has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . ","pos","pos",0.511020843634145
"51","one of [jaglom's] better efforts -- a wry and sometime bitter movie about love . ","pos","neg",0.55188639468979
"52","schaeffer isn't in this film , which may be why it works as well as it does . ","pos","pos",0.543520095617232
"53","a fresh , entertaining comedy that looks at relationships minus traditional gender roles . ","pos","pos",0.885041675134841
"54","although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch . ","pos","pos",0.788933658202318
"55","surprisingly , the film is a hilarious adventure and i shamelessly enjoyed it . ","pos","pos",0.931988834633763
"56","the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness . ","pos","pos",0.712761840773337
"57","brutally honest and told with humor and poignancy , which makes its message resonate . ","pos","pos",0.812169659948922
"58","if you can read the subtitles ( the opera is sung in italian ) and you like 'masterpiece theatre' type costumes , you'll enjoy this movie . ","pos","pos",0.748651751389088
"59","a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro . ","pos","neg",0.640053224343621
"60","gangster no . 1 is solid , satisfying fare for adults . ","pos","pos",0.713746701498423
"61","this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare . ","pos","pos",0.87584510690788
"62","has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be . ","pos","neg",0.743981341014546
"63","with its jerky hand-held camera and documentary feel , bloody sunday is a sobering recount of a very bleak day in derry . ","pos","pos",0.920243355618426
"64","you will likely prefer to keep on watching . ","pos","pos",0.592173338121818
"65","insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . but the performances of pacino , williams , and swank keep the viewer wide-awake all the way through . ","pos","pos",0.655559296601464
"66","what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point . ","pos","pos",0.579953322743937
"67","at a time when commercialism has squeezed the life out of whatever idealism american moviemaking ever had , godfrey reggio's career shines like a lonely beacon . ","pos","pos",0.833381557641309
"68","an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds . ","pos","pos",0.954986823634764
"69","this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential","pos","pos",0.710436053461634
"70","it's a testament to de niro and director michael caton-jones that by movie's end , we accept the characters and the film , flaws and all . ","pos","pos",0.591889051115808
"71","performances are potent , and the women's stories are ably intercut and involving . ","pos","pos",0.883539434993331
"72","an enormously entertaining movie , like nothing we've ever seen before , and yet completely familiar . ","pos","pos",0.75539451779866
"73","lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery . ","pos","pos",0.779919335880912
"74","your children will be occupied for 72 minutes . ","pos","neg",0.592016341045204
"75","pull[s] off the rare trick of recreating not only the look of a certain era , but also the feel . ","pos","pos",0.831244114818545
"76","twohy's a good yarn-spinner , and ultimately the story compels . ","pos","pos",0.635818195104457
"77","'tobey maguire is a poster boy for the geek generation . '","pos","neg",0.652282055126935
"78"," . . . a sweetly affecting story about four sisters who are coping , in one way or another , with life's endgame . ","pos","pos",0.838049394030744
"79","passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly . . . ","pos","neg",0.538869261875911
"80","road to perdition does display greatness , and it's worth seeing . but it also comes with the laziness and arrogance of a thing that already knows it's won . ","pos","pos",0.628591718929624
"81","a marvelous performance by allison lohman as an identity-seeking foster child . ","pos","pos",0.869062552645487
"82","arliss howard's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws . ","pos","pos",0.784124363775094
"83","critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps . ","pos","pos",0.86389137553801
"84","what a dumb , fun , curiously adolescent movie this is . ","pos","pos",0.647329189579296
"85","many insightful moments . ","pos","neg",0.524034103273753
"86","the charms of the lead performances allow us to forget most of the film's problems . ","pos","pos",0.652115688778649
"87","a vivid , sometimes surreal , glimpse into the mysteries of human behavior . ","pos","pos",0.883222386472752
"88","a tour de force of modern cinema . ","pos","pos",0.885782510060816
"89","peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience . ","pos","pos",0.918291300417912
"90","the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy . ","pos","pos",0.809467822212442
"91","without resorting to camp or parody , haynes ( like sirk , but differently ) has transformed the rhetoric of hollywood melodrama into something provocative , rich , and strange . ","pos","pos",0.737859951648153
"92","the performances are an absolute joy . ","pos","pos",0.710541161909753
"93","a quasi-documentary by french filmmaker karim dridi that celebrates the hardy spirit of cuban music . ","pos","pos",0.85651517384851
"94","grant carries the day with impeccable comic timing , raffish charm and piercing intellect . ","pos","pos",0.901951447981938
"95","a sensitive and astute first feature by anne-sophie birot . ","pos","pos",0.54284559248075
"96","both exuberantly romantic and serenely melancholy , what time is it there ? may prove to be [tsai's] masterpiece . ","pos","pos",0.947988600271929
"97","mazel tov to a film about a family's joyous life acting on the yiddish stage . ","pos","pos",0.794276736041978
"98","standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow . ","pos","pos",0.747407835057969
"99","it's nice to see piscopo again after all these years , and chaykin and headly are priceless . ","pos","pos",0.837714471459371
"100","provides a porthole into that noble , trembling incoherence that defines us all . ","pos","pos",0.614199763202387
